unit,s_adj,nace_r2,na_item,geo,time,values
CLV05_MEUR,SCA,NA,Export,AT,2019-10-01,47626.3
CLV05_MEUR,SCA,NA,Export,AT,2019-07-01,47865.8
CLV05_MEUR,SCA,NA,Export,AT,2019-04-01,47938.2
CLV05_MEUR,SCA,NA,Export,AT,2019-01-01,48570.4
CLV05_MEUR,SCA,NA,Export,AT,2018-10-01,46860.8
CLV05_MEUR,SCA,NA,Export,AT,2018-07-01,46045.4
CLV05_MEUR,SCA,NA,Export,AT,2018-04-01,46506.1
CLV05_MEUR,SCA,NA,Export,AT,2018-01-01,45468.8
CLV05_MEUR,SCA,NA,Export,AT,2017-10-01,45016.2
CLV05_MEUR,SCA,NA,Export,AT,2017-07-01,44090
CLV05_MEUR,SCA,NA,Export,AT,2017-04-01,43908.3
CLV05_MEUR,SCA,NA,Export,AT,2017-01-01,43063.6
CLV05_MEUR,SCA,NA,Export,AT,2016-10-01,41593.8
CLV05_MEUR,SCA,NA,Export,AT,2016-07-01,42103.2
CLV05_MEUR,SCA,NA,Export,AT,2016-04-01,41425.8
CLV05_MEUR,SCA,NA,Export,AT,2016-01-01,41669.1
CLV05_MEUR,SCA,NA,Export,AT,2015-10-01,40661.8
CLV05_MEUR,SCA,NA,Export,AT,2015-07-01,41096.5
CLV05_MEUR,SCA,NA,Export,AT,2015-04-01,40545.8
CLV05_MEUR,SCA,NA,Export,AT,2015-01-01,40449
CLV05_MEUR,SCA,NA,Export,AT,2014-10-01,40253.5
CLV05_MEUR,SCA,NA,Export,AT,2014-07-01,39699.2
CLV05_MEUR,SCA,NA,Export,AT,2014-04-01,39126.5
CLV05_MEUR,SCA,NA,Export,AT,2014-01-01,38734.4
CLV05_MEUR,SCA,NA,Export,AT,2013-10-01,38599.2
CLV05_MEUR,SCA,NA,Export,AT,2013-07-01,38680.6
CLV05_MEUR,SCA,NA,Export,AT,2013-04-01,38281
CLV05_MEUR,SCA,NA,Export,AT,2013-01-01,37631.9
CLV05_MEUR,SCA,NA,Export,AT,2012-10-01,38428.4
CLV05_MEUR,SCA,NA,Export,AT,2012-07-01,38267.6
CLV05_MEUR,SCA,NA,Export,AT,2012-04-01,37991
CLV05_MEUR,SCA,NA,Export,AT,2012-01-01,37801.7
CLV05_MEUR,SCA,NA,Export,AT,2011-10-01,37869.6
CLV05_MEUR,SCA,NA,Export,AT,2011-07-01,37560.9
CLV05_MEUR,SCA,NA,Export,AT,2011-04-01,37384.1
CLV05_MEUR,SCA,NA,Export,AT,2011-01-01,37085.8
CLV05_MEUR,SCA,NA,Export,AT,2010-10-01,36601.7
CLV05_MEUR,SCA,NA,Export,AT,2010-07-01,36320.7
CLV05_MEUR,SCA,NA,Export,AT,2010-04-01,34946.3
CLV05_MEUR,SCA,NA,Export,AT,2010-01-01,33071.7
CLV05_MEUR,SCA,NA,Export,AT,2009-10-01,32306.3
CLV05_MEUR,SCA,NA,Export,AT,2009-07-01,31557.1
CLV05_MEUR,SCA,NA,Export,AT,2009-04-01,30452.8
CLV05_MEUR,SCA,NA,Export,AT,2009-01-01,30907.5
CLV05_MEUR,SCA,NA,Export,AT,2008-10-01,34343.2
CLV05_MEUR,SCA,NA,Export,AT,2008-07-01,36633.1
CLV05_MEUR,SCA,NA,Export,AT,2008-04-01,37053.3
CLV05_MEUR,SCA,NA,Export,AT,2008-01-01,37497.3
CLV05_MEUR,SCA,NA,Export,AT,2007-10-01,36986.7
CLV05_MEUR,SCA,NA,Export,AT,2007-07-01,36020.7
CLV05_MEUR,SCA,NA,Export,AT,2007-04-01,35449.6
CLV05_MEUR,SCA,NA,Export,AT,2007-01-01,34885.4
CLV05_MEUR,SCA,NA,Export,AT,2006-10-01,34524.8
CLV05_MEUR,SCA,NA,Export,AT,2006-07-01,33362.6
CLV05_MEUR,SCA,NA,Export,AT,2006-04-01,33084.9
CLV05_MEUR,SCA,NA,Export,AT,2006-01-01,32436.2
CLV05_MEUR,SCA,NA,Export,AT,2005-10-01,32084.8
CLV05_MEUR,SCA,NA,Export,AT,2005-07-01,31229.1
CLV05_MEUR,SCA,NA,Export,AT,2005-04-01,30361.9
CLV05_MEUR,SCA,NA,Export,AT,2005-01-01,29678
CLV05_MEUR,SCA,NA,Export,AT,2004-10-01,29110.2
CLV05_MEUR,SCA,NA,Export,AT,2004-07-01,29347
CLV05_MEUR,SCA,NA,Export,AT,2004-04-01,28898.7
CLV05_MEUR,SCA,NA,Export,AT,2004-01-01,27767.6
CLV05_MEUR,SCA,NA,Export,AT,2003-10-01,27365.8
CLV05_MEUR,SCA,NA,Export,AT,2003-07-01,26909.6
CLV05_MEUR,SCA,NA,Export,AT,2003-04-01,26110.7
CLV05_MEUR,SCA,NA,Export,AT,2003-01-01,26249.4
CLV05_MEUR,SCA,NA,Export,AT,2002-10-01,26429.9
CLV05_MEUR,SCA,NA,Export,AT,2002-07-01,26569.8
CLV05_MEUR,SCA,NA,Export,AT,2002-04-01,26432
CLV05_MEUR,SCA,NA,Export,AT,2002-01-01,26437
CLV05_MEUR,SCA,NA,Export,AT,2001-10-01,25551.2
CLV05_MEUR,SCA,NA,Export,AT,2001-07-01,25531.8
CLV05_MEUR,SCA,NA,Export,AT,2001-04-01,25483.4
CLV05_MEUR,SCA,NA,Export,AT,2001-01-01,25330.4
CLV05_MEUR,SCA,NA,Export,AT,2000-10-01,25336.1
CLV05_MEUR,SCA,NA,Export,AT,2000-07-01,24393.7
CLV05_MEUR,SCA,NA,Export,AT,2000-04-01,23744.1
CLV05_MEUR,SCA,NA,Export,AT,2000-01-01,22961.1
CLV05_MEUR,SCA,NA,Import,AT,2021-10-01,46575.9
CLV05_MEUR,SCA,NA,Import,AT,2021-07-01,45366.4
CLV05_MEUR,SCA,NA,Import,AT,2021-04-01,45021.8
CLV05_MEUR,SCA,NA,Import,AT,2021-01-01,43003.9
CLV05_MEUR,SCA,NA,Import,AT,2020-10-01,41143.5
CLV05_MEUR,SCA,NA,Import,AT,2020-07-01,39152.7
CLV05_MEUR,SCA,NA,Import,AT,2020-04-01,35535.1
CLV05_MEUR,SCA,NA,Import,AT,2020-01-01,42021.1
CLV05_MEUR,SCA,NA,Import,AT,2019-10-01,42685.5
CLV05_MEUR,SCA,NA,Import,AT,2019-07-01,43737.1
CLV05_MEUR,SCA,NA,Import,AT,2019-04-01,44410.5
CLV05_MEUR,SCA,NA,Import,AT,2019-01-01,44537.6
CLV05_MEUR,SCA,NA,Import,AT,2018-10-01,43883.5
CLV05_MEUR,SCA,NA,Import,AT,2018-07-01,42974.3
CLV05_MEUR,SCA,NA,Import,AT,2018-04-01,42378.6
CLV05_MEUR,SCA,NA,Import,AT,2018-01-01,42303.6
CLV05_MEUR,SCA,NA,Import,AT,2017-10-01,41269.8
CLV05_MEUR,SCA,NA,Import,AT,2017-07-01,41005.1
CLV05_MEUR,SCA,NA,Import,AT,2017-04-01,40728.3
CLV05_MEUR,SCA,NA,Import,AT,2017-01-01,40047.8
CLV05_MEUR,SCA,NA,Import,AT,2016-10-01,38889.4
CLV05_MEUR,SCA,NA,Import,AT,2016-07-01,38423.5
CLV05_MEUR,SCA,NA,Import,AT,2016-04-01,38468.7
CLV05_MEUR,SCA,NA,Import,AT,2016-01-01,38880.2
CLV05_MEUR,SCA,NA,Import,AT,2015-10-01,38443.5
CLV05_MEUR,SCA,NA,Import,AT,2015-07-01,38079.3
CLV05_MEUR,SCA,NA,Import,AT,2015-04-01,36467
CLV05_MEUR,SCA,NA,Import,AT,2015-01-01,35643.2
CLV05_MEUR,SCA,NA,Import,AT,2014-10-01,36377.8
CLV05_MEUR,SCA,NA,Import,AT,2014-07-01,36199.2
CLV05_MEUR,SCA,NA,Import,AT,2014-04-01,35537.9
CLV05_MEUR,SCA,NA,Import,AT,2014-01-01,35406.2
CLV05_MEUR,SCA,NA,Import,AT,2013-10-01,36010.4
CLV05_MEUR,SCA,NA,Import,AT,2013-07-01,35305.2
CLV05_MEUR,SCA,NA,Import,AT,2013-04-01,34586.3
CLV05_MEUR,SCA,NA,Import,AT,2013-01-01,33508.8
CLV05_MEUR,SCA,NA,Import,AT,2012-10-01,34513.2
CLV05_MEUR,SCA,NA,Import,AT,2012-07-01,34572.4
CLV05_MEUR,SCA,NA,Import,AT,2012-04-01,34801.4
CLV05_MEUR,SCA,NA,Import,AT,2012-01-01,35063.1
CLV05_MEUR,SCA,NA,Import,AT,2011-10-01,34452.8
CLV05_MEUR,SCA,NA,Import,AT,2011-07-01,34701.6
CLV05_MEUR,SCA,NA,Import,AT,2011-04-01,34021.1
CLV05_MEUR,SCA,NA,Import,AT,2011-01-01,34127.4
CLV05_MEUR,SCA,NA,Import,AT,2010-10-01,33243.6
CLV05_MEUR,SCA,NA,Import,AT,2010-07-01,33253.6
CLV05_MEUR,SCA,NA,Import,AT,2010-04-01,32397.9
CLV05_MEUR,SCA,NA,Import,AT,2010-01-01,30396.6
CLV05_MEUR,SCA,NA,Import,AT,2009-10-01,29768.2
CLV05_MEUR,SCA,NA,Import,AT,2009-07-01,28959.2
CLV05_MEUR,SCA,NA,Import,AT,2009-04-01,28681.4
CLV05_MEUR,SCA,NA,Import,AT,2009-01-01,28539.4
CLV05_MEUR,SCA,NA,Import,AT,2008-10-01,31801.1
CLV05_MEUR,SCA,NA,Import,AT,2008-07-01,32365.7
CLV05_MEUR,SCA,NA,Import,AT,2008-04-01,33098.2
CLV05_MEUR,SCA,NA,Import,AT,2008-01-01,33299.9
CLV05_MEUR,SCA,NA,Import,AT,2007-10-01,32840.5
CLV05_MEUR,SCA,NA,Import,AT,2007-07-01,32566.1
CLV05_MEUR,SCA,NA,Import,AT,2007-04-01,31955.3
CLV05_MEUR,SCA,NA,Import,AT,2007-01-01,31899.4
CLV05_MEUR,SCA,NA,Import,AT,2006-10-01,31437
CLV05_MEUR,SCA,NA,Import,AT,2006-07-01,30714.9
CLV05_MEUR,SCA,NA,Import,AT,2006-04-01,30579
CLV05_MEUR,SCA,NA,Import,AT,2006-01-01,29572.7
CLV05_MEUR,SCA,NA,Import,AT,2005-10-01,30001.3
CLV05_MEUR,SCA,NA,Import,AT,2005-07-01,29499.4
CLV05_MEUR,SCA,NA,Import,AT,2005-04-01,28568.2
CLV05_MEUR,SCA,NA,Import,AT,2005-01-01,27242.1
CLV05_MEUR,SCA,NA,Import,AT,2004-10-01,28279.3
CLV05_MEUR,SCA,NA,Import,AT,2004-07-01,27859.1
CLV05_MEUR,SCA,NA,Import,AT,2004-04-01,26932.5
CLV05_MEUR,SCA,NA,Import,AT,2004-01-01,26147.3
CLV05_MEUR,SCA,NA,Import,AT,2003-10-01,25894.1
CLV05_MEUR,SCA,NA,Import,AT,2003-07-01,25603.7
CLV05_MEUR,SCA,NA,Import,AT,2003-04-01,24870.3
CLV05_MEUR,SCA,NA,Import,AT,2003-01-01,24984.9
CLV05_MEUR,SCA,NA,Import,AT,2002-10-01,24453.9
CLV05_MEUR,SCA,NA,Import,AT,2002-07-01,24179.2
CLV05_MEUR,SCA,NA,Import,AT,2002-04-01,24537.4
CLV05_MEUR,SCA,NA,Import,AT,2002-01-01,24732.1
CLV05_MEUR,SCA,NA,Import,AT,2001-10-01,24215.9
CLV05_MEUR,SCA,NA,Import,AT,2001-07-01,24093.3
CLV05_MEUR,SCA,NA,Import,AT,2001-04-01,24683.8
CLV05_MEUR,SCA,NA,Import,AT,2001-01-01,24847.9
CLV05_MEUR,SCA,NA,Import,AT,2000-10-01,24642.4
CLV05_MEUR,SCA,NA,Import,AT,2000-07-01,23380.3
CLV05_MEUR,SCA,NA,Import,AT,2000-04-01,22916.7
CLV05_MEUR,SCA,NA,Import,AT,2000-01-01,22196.4
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2021-10-01,20179.7
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2021-07-01,19021.7
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2021-04-01,20016.6
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2021-01-01,20455
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2020-10-01,18928.7
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2020-07-01,18212.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2020-04-01,16895.6
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2020-01-01,18065.4
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2019-10-01,18117.4
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2019-07-01,19358.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2019-04-01,19413.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2019-01-01,19164.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2018-10-01,19923.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2018-07-01,19610
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2018-04-01,18408.3
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2018-01-01,18355
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2017-10-01,18271.4
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2017-07-01,18231.7
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2017-04-01,17707.4
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2017-01-01,17833.9
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2016-10-01,17640.7
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2016-07-01,16838.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2016-04-01,17447.2
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2016-01-01,17158.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2015-10-01,17245.4
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2015-07-01,17080.3
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2015-04-01,16214.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2015-01-01,15454.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2014-10-01,15745
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2014-07-01,15798
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2014-04-01,16272
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2014-01-01,16115.3
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2013-10-01,16521.6
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2013-07-01,16064.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2013-04-01,15713.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2013-01-01,14969.6
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2012-10-01,16011.9
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2012-07-01,15762.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2012-04-01,15866.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2012-01-01,16109.6
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2011-10-01,15823.2
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2011-07-01,16667.2
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2011-04-01,15704.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2011-01-01,16074.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2010-10-01,15272.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2010-07-01,14668.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2010-04-01,15044.2
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2010-01-01,14337.3
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2009-10-01,14726.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2009-07-01,14337.2
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2009-04-01,14826.2
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2009-01-01,15648.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2008-10-01,15875.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2008-07-01,16614.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2008-04-01,17070.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2008-01-01,16179.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2007-10-01,16026.6
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2007-07-01,16763.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2007-04-01,16525.3
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2007-01-01,16912.2
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2006-10-01,15648.6
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2006-07-01,15760.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2006-04-01,15321.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2006-01-01,15202.7
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2005-10-01,15436.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2005-07-01,15333.9
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2005-04-01,15227.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2005-01-01,14464.7
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2004-10-01,15402.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2004-07-01,15115.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2004-04-01,14352.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2004-01-01,14592.4
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2003-10-01,14475.9
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2003-07-01,14442.3
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2003-04-01,14696
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2003-01-01,14883.9
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2002-10-01,13737.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2002-07-01,14014.9
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2002-04-01,14209.8
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2002-01-01,14127.7
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2001-10-01,14231.4
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2001-07-01,14290.5
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2001-04-01,14881
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2001-01-01,15068.9
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2000-10-01,15228.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2000-07-01,14628.1
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2000-04-01,14439
CLV05_MEUR,SCA,NA,GCapitalForm,AT,2000-01-01,14491.4
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2021-10-01,16156.4
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2021-07-01,16156.2
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2021-04-01,15954.9
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2021-01-01,15426.6
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2020-10-01,15143.6
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2020-07-01,14813.6
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2020-04-01,14432.9
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2020-01-01,14775.3
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2019-10-01,14649.3
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2019-07-01,14996.3
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2019-04-01,14803.6
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2019-01-01,14967.4
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2018-10-01,14679.3
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2018-07-01,14642.1
CLV05_MEUR,SCA,NA,FinConsExpGov,AT,2018-04-01,14772.1
